bapid,country,latitude,longitude
F10570A,Chile,-41.51760087,-72.98714904
F10570B,Chile,-42.180556,-72.454667
F10570C,Chile,-42.241037,-72.447352
F10570D,Chile,-42.27581001,-72.52177505
F10570E,Chile,-42.03822,-72.52722
F10570F,Chile,-42.10381,-72.46606
F10570G,Chile,-42.0575,-72.64214
F10570H,Chile,-42.43,-73.34
F10570I,Chile,-42.43,-72.42
F10570J,Chile,-42.11,-72.49
F10570L,Chile,-42.05932778,-72.63032222
F10570M,Chile,-42.08,-72.47
F10570N,Chile,-42.13149722,-73.46424444
F10571,United States,48.13845556,-123.4202917
F10572A,Phillippines,18.26197582,121.9094364
F10572B,Phillippines,18.27804636,121.8254202
F10572C,Phillippines,18.26455756,121.8685501
F10575A,Chile,-42.70027,-73.581896
F10575AA,Chile,-44.6656,-73.82382222
F10575AB,Chile,-44.74206389,-73.855975
F10575AC,Chile,-44.83047222,-73.78410278
F10575AD,Chile,-45.45606111,-74.13595
F10575AE,Chile,-44.73619167,-73.94105833
F10575B,Chile,-42.673292,-73.607313
F10575C,Chile,-42.51324705,-73.75962867
F10575D,Chile,-41.605837,-72.986151
F10575E,Chile,-41.945045,-72.833586
F10575F,Chile,-41.569056,-72.965808
F10575G,Chile,-41.707593,-72.951104
F10575H,Chile,-41.594138,-73.067134
F10575I,Chile,-45.147478,-74.257291
F10575J,Chile,-43.25739632,-73.66204176
F10575K,Chile,-43.1853,-73.68266111
F10575L,Chile,-44.66990833,-73.86011667
F10575M,Chile,-44.81793838,-73.7230545
F10575N,Chile,-44.72273889,-73.61605
F10575O,Chile,-44.07308611,-73.14848333
F10575P,Chile,-44.26518333,-73.07255833
F10575Q,Chile,-44.55901667,-73.15393611
F10575R,Chile,-41.66598611,-73.05331944
F10575T,Chile,-41.55262222,-73.00948889
F10575U,Chile,-41.81450556,-73.33234722
F10575V,Chile,-43.94623611,-73.84579722
F10575W,Chile,-44.78253333,-73.30983056
F10575X,Chile,-43.31865,-73.71741389
F10575Y,Chile,-44.15168611,-73.84821944
F10575Z,Chile,,
F10576,China,21.47083333,110.7702778
F10578C,India,14.594325,80.16682222
F10579,Vietnam,10.47813611,107.3415972
F10580,Vietnam,10.70230737,105.277693
F10582,Mexico,28.42176389,-111.5761
F10584A,Chile,-42.63555556,-73.53583333
F10584B,Chile,-42.64472222,-73.45472222
F10584C,Chile,-42.590675,-73.4
F10584D,Chile,-42.63018884,-73.57061062
F10584E,Chile,-42.5497418,-73.45244064
F10584F,Chile,-42.67033239,-73.58058586
F10585,Chile,-45.62505833,-73.29840833
F10585B,Chile,-45.37734167,-73.03167222
F10585C,Chile,-45.69623155,-73.36043272
F10585D,Chile,-45.298375,-73.112075
F10585E,Chile,-45.56646389,-73.87588611
F10585F,Chile,-42.603547,-73.335697
F10585G,Chile,-42.648825,-73.676608
F10585H,Chile,-42.645861,-73.672344
F10585I,Chile,-42.134258,-72.585025
F10585J,Chile,-42.161875,-72.524886
F10585N,Chile,-44.98005278,-73.49193056
F10585O,Chile,-45.37361111,-74.15333333
F10585P,Chile,-41.93293333,-73.52570278
F10586A,Chile,-45.27350931,-74.29984703
F10586B,Chile,-45.32138889,-74.255925
F10588,India,20.77302778,72.88137778
F10589,Vietnam,10.29965833,105.7983222
F10590,India,15.87742,80.511861
F10590B,India,15.95911111,80.82266667
F10591,Peru,-13.170512,-75.070273
F10593A,Thailand,7.418055556,99.58527778
F10593B,Thailand,7.367961111,99.39715278
F10594A,Chile,-42.20143333,-73.40825833
F10594B,Chile,-42.57783889,-73.41697222
F10594C,Chile,-42.48237778,-73.66511389
F10595,Ecuador ,-2.490302153,-80.16626515
F10596,Honduras,15.01346786,-87.73745992
F10597,Honduras,14.88243409,-87.9770992
F10598,Honduras,13.07698333,-87.25454167
F10599,Honduras,13.12398333,-87.33171944
F10600,Honduras,13.0225374,-87.21794307
F10601,Honduras,13.10697222,-87.29908889
F10602,Honduras,13.34325278,-87.41864444
F10604,Ecuador ,-2.460952778,-80.16484167
F10605,Mexico,28.3677688,-111.4588382
F10606A,Chile,-42.98358805,-73.5413209
F10606B,Chile,-42.61458274,-73.41579094
F10606C,Chile,-41.80652222,-73.00925
F10606D,Chile,-41.74913611,-73.03428333
F10606E,Chile,-41.850675,-72.811425
F10606F,Chile,-42.33278056,-73.43623889
F10606G,Chile,-42.36452222,-72.48799167
F10606I,Chile,-44.44704722,-72.81248611
F10606J,Chile,-45.48800278,-74.09013333
F10606K,Chile,-44.41274444,-72.79308611
F10606L,Chile,-44.30463333,-72.94349722
F10606N,Chile,-44.79382778,-74.35411111
F10606O,Chile,-44.4002,-72.83898056
F10607,Indonesia,-5.709325,105.5693694
F10609,India,21.34578611,72.69808889
F10610,India,15.83831111,80.91215556
F10611,India,16.63951015,82.22869678
F10612,Ecuador ,-2.468286111,-80.16362222
F10615A,India,15.213565,80.024337
F10615B,India,15.213585,80.028461
F10615C,India,15.2140213,80.03870573
F10615D,India,15.19663611,80.0717
F10615E,India,15.195275,80.08066389
F10617B,India,16.3595006,81.7592912
F10617C,India,16.4501357,81.8686214
F10617E,India,16.344601,81.739021
F10620B,Thailand,9.234336111,99.5118
F10620C,Thailand,9.210347238,99.53571997
F10620D,Thailand,9.226888889,99.55944444
F10620E,Thailand,9.246944444,99.58563889
F10620F,Thailand,9.579722222,98.55972222
F10622,China,19.89174167,110.6885806
F10623,China,19.92036389,110.7333972
F10624,China,19.8747108,110.6928537
F10625A,India,17.11788,82.343125
F10625B,India,17.11788,82.343125
F10625C,India,16.9888222,82.12949925
F10625D,India,16.823058,82.235788
F10625E,India,16.963335,82.16684
F10625F,India,16.968268,82.169266
F10625G,India,16.4044396,81.7642879
F10625H,India,16.3989435,81.7136478
F10625I,India,16.406583,81.785797
F10625J,India,16.465168,81.982335
F10627,Brazil,-20.272375,-50.98000556
F10628A,India,15.830146,80.920934
F10628B,India,15.669483,80.231098
F10628C,India,15.884608,80.594051
F10628D,India,15.88423333,80.51120556
F10629A,Thailand,6.638888889,100.015
F10629B,Thailand,6.623650358,100.0251559
F10629C,Thailand,7.254444444,99.52388889
F10630A,United States,33.17884167,-90.70766389
F10630B,United States,33.30923333,-90.35533333
F10631A,Chile,-43.29014535,-73.65804977
F10631B,Chile,-42.59673333,-73.72927222
F10631C,Chile,-42.59320833,-73.68993056
F10631D,Chile,-42.60298333,-73.73273056
F10631E,Chile,-42.33249167,-73.39192222
F10631F,Chile,-42.54068611,-73.62260833
F10631G,Chile,-42.56611667,-73.72788611
F10631H,Chile,-45.94327778,-74.41551944
F10632A,India,17.45941944,82.17067778
F10632B,India,16.43333333,81.37166667
F10632C,India,17.45222778,82.85632778
F10632D,India,17.45805556,82.12166667
F10632E,India,16.46416667,81.41527778
F10633,United States,32.534,-87.7585
F10638,Ecuador,-2.383752778,-79.78166944
F10639,Mexico,17.1438435,-93.52098899
F10640,Mexico,17.43790476,-93.43841944
F10643,Indonesia,-7.757675524,113.1978254
F10644,Indonesia,-7.725805556,113.4594167
F10647A,India,17.07268611,81.61778611
F10647B,India,16.640425,81.39229722
F10647D,India,16.60232778,81.60657778
F10648,Vietnam,10.3813,105.7188444
F10652A,Chile,-42.41211,-73.43108
F10652D,Chile,-42.37097,-72.77994
F10652G,Chile,-42.34421481,-73.52072067
F10654,Chile,-45.19395833,-73.50375833
F10655D,Thailand,12.27715884,102.5179879
F10657A,Thailand,10.05283355,99.12172122
F10657B,Thailand,10.05417519,99.12173195
F10657D,Thailand,10.69107655,99.32468376
F10657E,Thailand,10.2439,99.120676
F10657F,Thailand,10.326847,99.124542
F10657G,Thailand,10.327415,99.149561
F10658A,India,14.74926114,80.10370038
F10658B,India,15.21757435,80.07823033
F10659C,Thailand,9.638109,98.541557
F10659D,Thailand,9.796611111,98.57761111
F10659E,Thailand,9.459924,98.501263
F10659F,Thailand,9.360444444,98.41225
F10661,India,15.810219,80.43296
F10664,India,16.86415,81.73416944
F10665A,Chile,-42.59222222,-73.23472222
F10665B,Chile,-44.48944444,-74.09694444
F10665C,Chile,-44.7806836,-74.02411766
F10665D,Chile,-44.67041084,-74.44368896
F10665E,Chile,-45.37833333,-73.94472222
F10665F,Chile,-45.60944444,-74.50611111
F10665G,Chile,-45.42805556,-74.15083333
F10665H,Chile,-45.38162067,-73.86999663
F10665J,Chile,-42.39133889,-73.55013056
F10665K,Chile,-42.430375,-73.46628333
F10665L,Chile,-44.54529444,-74.35752778
F10665M,Chile,-44.55700833,-74.196075
F10665N,Chile,-41.84296944,-73.11265833
F10665O,Chile,-42.06333333,-72.54202778
F10666A,India,16.945518,82.1086618
F10666B,India,16.94199086,82.10907068
F10666C,India,16.94486454,82.11125937
F10668,Colombia,2.687865879,-75.43538875
F10669,Colombia,2.692413111,-75.43236762
F10670,Colombia,2.691509665,-75.44045276
F10671,Colombia,2.666230556,-75.43888333
F10672,Colombia,2.662083333,-75.42761111
F10673,Colombia,2.696739554,-75.44088192
F10674,Colombia,2.636258,-75.46145039
F10675,Colombia,2.653236111,-75.45171389
F10676,Colombia,2.686969444,-75.433475
F10677,Thailand,10.26037249,99.16116042
F10678,Thailand,7.960099,100.329404
F10679,Thailand,7.858761,100.349247
F10680,Thailand,9.242405278,99.57711722
F10681,Thailand,12.47472222,102.1402778
F10685,Thailand,12.25600653,102.2829311
F10690,Vietnam,9.241747222,105.796025
F10691,India,15.8493,80.89416667
F10692,Vietnam,9.426116667,106.1285278
F10693,Thailand,12.51638889,102.0541667
F10697,China,19.70615246,110.4681838
F10698B,Thailand,8.966194444,98.40055556
F10698C,Thailand,8.97,98.40027778
F10698D,Thailand,9.202222222,99.495
F10698E,Thailand,9.369361111,99.22194444
F10698F,Thailand,9.086722222,98.41344444
F10698G,Thailand,8.196111111,98.37027778
F10699A,Thailand,7.321519731,99.54703352
F10699B,Thailand,7.297722222,99.47697222
F10699C,Thailand,7.358777778,99.39422222
F10699D,Thailand,7.388583333,99.57152778
F10699E,Thailand,7.394722222,99.57952778
F10700,Thailand,12.48590278,102.1223172
F10700A,Thailand,12.48583333,102.1222222
F10700B,Thailand,12.501944,102.070833
F10701,India,9.504305556,78.47335
F10702A,India,16.402984,81.714933
F10702B,India,16.390519,81.716706
F10702C,India,16.340809,81.746986
F10702D,India,16.346156,81.750511
F10704,China,20.67416667,110.0330556
F10708B,Thailand,9.641108333,98.54700278
F10708C,Thailand,9.479841667,98.504325
F10708D,Thailand,9.713888889,98.57722222
F10708E,Thailand,9.383888889,98.42305556
F10708F,Thailand,8.155555556,98.37836111
F10710,China,21.32666667,110.6361111
F10711A,Thailand,9.19362,99.42355
F10711B,Thailand,9.194444444,99.41944444
F10711C,Thailand,9.193888889,99.40666667
F10711D,Thailand,9.3613,99.24397
F10711E,Thailand,9.474444444,99.23666667
F10711F,Thailand,9.227222222,99.50305556
F10711G,Thailand,9.237222222,99.52333333
F10711H,Thailand,9.237223,99.523331
F10711I,Thailand,9.181388889,99.38388889
F10712A,Thailand,7.36725,99.56975
F10712B,Thailand,7.286027778,99.65175
F10714,Indonesia,-2.0988,106.1493
F10715A,Chile,-42.9439,-72.81316667
F10715B,Chile ,-44.49608889,-73.68368611
F10716,China,19.34722222,110.1586111
F10718,Chile,-45.47944017,-73.49337157
F10718A,Chile,-45.383975,-74.18973889
F10719A,India,15.634,80.218
F10719B,India,15.347526,80.0797578
F10719C,India,15.3328033,80.0688636
F10719D,India,15.3466413,80.0786111
F10719E,India,15.3208426,80.0707559
F10719F,India,15.323577,80.04403
F10720A,India,15.32417,80.082685
F10720B,India,15.388665,80.104731
F10720E,India,15.330296,80.096658
F10720G,India,15.3328033,80.0688636
F10721A,Chile,-42.5743558,-73.38871393
F10721B,Chile,-42.51747951,-73.41875381
F10721C,Chile,-45.15611111,-73.38416667
F10721D,Chile,-45.40662172,-73.07049579
F10721E,Chile,-43.15117222,-73.54993889
F10722B,India,16.78611921,82.18913924
F10722C,India,16.87855663,82.18008957
F10722F,India,16.91110428,82.23393223
F10722G,India,16.10016381,81.11141167
F10722H,India,16.98521657,82.13923974
F10722I,India,16.34985094,81.74463315
F10723A,Thailand,9.225174,99.501739
F10723B,Thailand,9.140141065,99.31281767
F10723C,Thailand,9.195212012,99.483283
F10723D,Thailand,9.181063257,99.383746
F10724A,China,21.752346,109.97972
F10724B,China,20.6742439,110.033235
F10725,China,21.21873883,110.1903502
F10727A,Thailand,9.0428611,98.4165278
F10727B,Thailand,8.89625,98.40294444
F10727C,Thailand,8.974889,98.397739
F10727D,Thailand,9.702880556,98.56874444
F10727E,Thailand,9.576388889,98.57138889
F10727F,Thailand,7.9475,98.39611111
F10728,China,22.70805556,110.1166667
F10729,China,21.75375614,109.3630609
F10730A,India,21.78498238,87.88079825
F10730B,India,21.66797711,87.70254325
F10731,China,25.59863889,119.4574611
F10732,Chile,-45.32714444,-73.08046111
F10733,Chile,-42.60555556,-73.32222222
F10734,Chile,-45.69388889,-74.26888889
F10735,Australia,-37.23726111,145.7715111
F10736,Australia,-37.23618483,145.7339593
F10739A,Thailand,12.38111111,102.1869444
F10739D,Thailand,12.39758333,102.3291694
F10739E,Thailand,12.75713611,101.6648917
F10740B,Thailand,6.648844444,99.98110556
F10740C,Thailand,7.927777778,100.3247222
F10740E,Thailand,6.798436111,99.93288889
F10742,China,21.47111111,111.1472222
F10743,Australia,-16.49282778,123.5309639
F10746,Indonesia,-5.706130556,105.7931222
F10749A,Thailand,12.53805556,102.0133333
F10749C,Thailand,12.55080556,102.09875
F10749D,Thailand,12.49222222,102.0502778
F10752,Bangladesh,21.72994389,91.96485556
F10753,China,21.26111111,110.6516667
F10755,India,16.9790497,82.14838071
F10756,India,15.511192,80.169615
F10757,India,15.31984494,80.05254529
F10758,Thailand,9.075361381,98.4115418
F10759A,Thailand,7.861138889,100.3423056
F10759C,Thailand,7.02775,99.71625
F10760,Australia,-37.91544444,144.6640278
F10762,India,16.46798056,81.96724444
F10764A,Thailand,9.232880556,99.50706667
F10764B,Thailand,9.2403,99.52469167
F10764D,Thailand,9.203185,99.514832
F10764E,Thailand,9.18811,99.495483
F10764F,Thailand,9.205517,99.525918
F10764G,Thailand,9.54069,99.21043
F10764H,Thailand,9.55193,99.202918
F10764I,Thailand,9.358033,99.210678
F10766,Chile,-52.03638889,-72.93083333
F10766A,Chile,-51.76766944,-72.96147222
F10767,Thailand,12.22744444,102.5784167
F10768,Thailand,9.713888889,98.57722222
F10769,Indonesia,-7.936719344,114.42051
F10770A,Thailand,9.731944444,98.58055556
F10770B,Thailand,9.079337,98.41499
F10770F,Thailand,8.450680556,98.61621111
F10771,China,21.745,109.2258333
F10774,China,19.91196657,110.7487754
F10775,Vietnam,16.73330556,107.3712083
F10776,Vietnam,9.342766201,106.1136608
F10778A,Malaysia,5.55460071,100.3626411
F10778B,Malaysia,5.304811111,100.4173056
F10780,Vietnam,14.29010833,109.1727111
F10781C,India,10.15,79.22
F10781D,India,10.41106357,79.45669255
F10781E,India,10.26,79.29
F10781F,India,10.66,79.81
F10781G,India,10.66,79.81
F10781H,India,9.6,78.92
F10781I,India,11.00163333,79.84028889
F10781J,India,10.18634167,79.23928889
F10781K,India,10.74,79.83
F10782,Mexico,31.802275,-116.7871556
F10783,India,14.71553056,80.12443611
F10785,China,19.88194444,109.4677778
F10786,China,19.83809699,110.9176247
F10787,Vietnam,11.82341108,109.1122308
F10788A,United States,47.57151118,-122.541073
F10788B,United States,47.57663573,-122.5278122
F10790,China,19.33327149,110.2016052
F10791,China,19.23298889,110.2045722
F10792,Ecuador,-2.668652778,-80.271775
F10795B,India,21.42886573,86.97496197
F10795C,India,21.14348654,86.81907263
F10796,Ecuador,-2.426452778,-79.98150833
F10797,Ecuador,-2.287358333,-79.85811944
F10798A,India,14.72936667,80.11757778
F10798B,India,14.74991667,80.10705833
F10799A,Thailand,12.49022222,102.0954444
F10799B,Thailand,12.48988889,102.0998889
F10799C,Thailand,12.26344505,102.2786809
F10800A,Thailand,9.273974708,99.54994167
F10800B,Thailand,9.24993049,99.50961914
F10801A,Thailand,9.274138889,99.54653056
F10801B,Thailand,9.250219444,99.51040278
F10802A,Chile,-45.57621301,-74.1621746
F10802B,Chile,-45.56805382,-74.15478973
F10802C,Chile,-45.60791925,-74.18183155
F10803,China,21.56966171,110.5794313
F10804D,Thailand,7.140769704,100.4323555
F10804F,Thailand,7.863022222,100.3201333
F10804H,Thailand,7.984194444,100.3103889
F10805B,Chile,-41.556671,-72.313658
F10805C,Chile,-41.633654,-72.327021
F10805D,Chile,-41.65824145,-72.34625473
F10805E,Chile,-41.6874,-72.47260833
F10805F,Chile,-41.69183333,-72.44391111
F10805G,Chile,-41.57138333,-72.34885278
F10807A,Chile,-42.93589674,-73.58026657
F10807B,Chile,-44.38401712,-72.88260726
F10808A,Chile,-44.27348793,-74.18800964
F10808B,Chile,-45.15967226,-73.34660796
F10809,Panama,9.577431854,-79.33406668
F10810,China,25.43805556,119.5419444
F10812A,Thailand,9.211861111,99.49641667
F10812B,Thailand,10.32530556,99.12936111
F10814,Vietnam,10.263706,106.723056
F10815A,Indonesia,-8.040083333,114.4276111
F10815B,Indonesia,-8.040013889,114.4286944
F10815C,Indonesia,-7.658255556,113.969025
F10816A,Thailand,8.30342,98.73497
F10816B,Thailand,7.99557,98.9647
F10816D,Thailand,8.36151,98.72359
F10816E,Thailand,8.361388889,98.72388889
F10816G,Thailand,8.069444444,98.86111111
F10818A,Chile,-44.63175991,-73.84001169
F10818B,Chile,-44.19960278,-73.18743611
F10818C,Chile,-44.43424564,-72.84557648
F10818D,Chile,-44.86825556,-73.66870556
F10818E,Chile,-44.16263333,-73.80605
F10818E,Chile,-44.16268333,-73.80713333
F10818F,Chile,-44.27075,-73.84511667
F10818F,Chile,-44.26900556,-73.8405
F10818G,Chile,-44.16061667,-73.11428333
F10818G,Chile,-44.16021667,-73.1163
F10818H,Chile,-44.16021944,-73.1163
F10821,India,15.86656355,80.98747902
F10822,Chile,-39.82937795,-71.98323684
F10823,Chile,-39.92570313,-72.55935345
F10824A,Canada,46.42692778,-62.65575278
F10824B,Canada,46.26130556,-62.45588889
F10824C,Canada,46.21855278,-62.54451111
F10824D,Canada,45.76411389,-63.30362778
F10824E,Canada,46.27652222,-60.56764167
F10827A,India,22.66,88.56
F10827B,India,22.65,88.56
F10827C,India,22.63,88.53
F10827D,India,22.63,88.56
F10827E,India,22.66,88.56
F10828,China,19.239178,109.992334
F10831E,Thailand,7.395991667,99.49455
F10831F,Thailand,7.373333333,99.43194444
F10831G,Thailand,6.9383,99.75393056
F10831H,Thailand,7.576585,99.298087
F10831I,Thailand,7.442736111,99.35316111
F10833,Saudi Arabia,26.31914167,43.71232222
F10834,Chile,-44.88372859,-74.3880415
F10835,Thailand,12.40899444,102.1790806
F10837,Thailand,12.72136111,101.7563889
F10840,Indonesia,-5.583333333,120.1166667
F10841,Thailand,12.71655556,101.7566667
F10844D,Chile,,
F10844E,Chile,,
F10845,Chile,-42.62370556,-73.05626944
F10846,Chile,-42.71019146,-73.0652833
F10847,India,16.95,82.13
F10849,India,21.6681,87.7025
F10851,Guatemala,13.98,-91.36
F10853,Australia,-35.38755,148.2465639
F10856,Saudi Arabia,16.63,42.73
F10859,India,18.29,84.07
F10862,Vietnam,8.851758333,105.2389722
F10863,Thailand,12.1725,102.423333
F10864,Australia,-12.55166944,131.3725667
F10866,China,21.576783,111.170894
F10868,Chile,-42.94614723,-73.54388894
F10869,China,29.06629028,112.2561142
F10873,India,16.89,82.22
F10877,Colombia,2.690216667,-75.42963611
F10878,Colombia,2.681113889,-75.42461389
F10879,Colombia,2.652711111,-75.43296667
F10880,Colombia,2.671288889,-75.43764167
F10881,Colombia,2.680027778,-75.44529722
F10882,Colombia,2.686333333,-75.44139444
F10883,Colombia,2.660269444,-75.44791111
F10885,Colombia,3.404222222,-75.16895556
F10886,Colombia,2.671163889,-75.45074167
F10887,Colombia,2.665719444,-75.43885556
F10890,China,,
F10893,Chile,-44.43225556,-72.64581667
F10895,Vietnam,9.434047222,106.1096833
F10896,Vietnam,9.444827778,106.0848639
F10897,Chile,-42.518875,-72.61906944
F10898A,India,15.90123056,80.68456389
F10898B,India,15.90326111,80.67649444
F10898C,India,15.902693,80.656703
F10898D,India,15.90046111,80.65873611
F10898E,India,16.047761,81.065432
F10914A,India,15.32147222,80.09071667
F10914B,India,15.30786111,80.07535556
F10914C,India,15.31593333,80.08774722
F10914D,India,15.31213333,80.08345278
F10915,Vietnam,13.03129167,109.3585806
F10916A,India,17.457464,82.847167
F10916C,India,16.87024438,82.08552998
F10919,Chile,-42.25702222,-72.43808889
F10920,Chile,-42.21361111,-72.460625
F10921,China,21.58222222,109.1525
F10922A,Thailand,13.212415,99.90959167
F10922B,Thailand,13.21413611,99.91340833
F10922C,Thailand,13.18897861,99.91139278
F10923A,Vietnam,10.34347222,104.5834611
F10923B,Vietnam,10.34441389,104.576175
F10924,Vietnam,11.26492778,108.7489361
F10925,Chile,-51.97013889,-72.94546667
F10927,India,14.4,80.17
F10927,India,14.4,80.17
F10928,Chile,-51.94595,-72.92
F10932B,India,16.611369,81.637258
F10932C,India,16.661965,82.225261
F10932D,India,16.615773,81.723515
F10932E,India,16.658105,82.05824
F10932F,India,16.661965,82.225261
F10932G,India,16.859414,82.094766
F10932H,India,16.856315,82.103122
F10932I,India,16.907592,82.209183
F10932J,India,17.096257,82.339209
F10937,Vietnam,9.426547222,106.0414444
F10938,Vietnam,9.42705,106.0435778
F10939,Vietnam,9.420172222,106.04815
F10940,Vietnam,9.417586111,106.0480972
F10941,Vietnam,9.417452778,106.0384528
F10942,Vietnam,9.419033333,106.0381639
F10943,Vietnam,9.417466667,106.0387111
F10944,Vietnam,9.420883333,106.0403472
F10945,Vietnam,9.422633333,106.0449611
F10946,Vietnam,9.423088889,106.0398528
F10947,Vietnam,9.420130556,106.0425611
F10948,Vietnam,9.421172222,106.0477389
F10949,Vietnam,9.421230556,106.0478417
F10950,Vietnam,9.422594444,106.0456444
F10951,Vietnam,9.422825,106.0424583
F10952,Vietnam,9.418211111,106.0385417
F10953,Vietnam,9.420775,106.0418472
F10954,Vietnam,9.429327778,106.0432389
F10955,Vietnam,9.429480556,106.0435667
F10956,Vietnam,9.428780556,106.0431833
F10959,Indonesia,3.595705556,99.07226667
F10960,Indonesia,-5.672594444,104.9158778
F10961,Chile,-44.42736111,-73.62222222
F10962,Thailand,9.232880556,99.50706667
F10963,Thailand,9.2403,99.52469167
F10964,Thailand,9.203185,99.514832
F10965,Thailand,9.187611111,99.49548056
F10966,Thailand,9.205517,99.525918
F10967,Thailand,9.196395,99.408908
F10968,Thailand,9.55193,99.202918
F10969,Thailand,9.358033,99.210678
F10970,Thailand,9.189444444,99.23694444
F10971,Thailand,9.189444444,99.23694444
F10972,Thailand,9.205653,99.240653
F10973,Thailand,9.25025,99.510542
F10974B,Indonesia,-8.3041697,114.359019
F10974B,Indonesia,-8.305366667,114.3640667
F10974C,Indonesia,-7.622338889,114.0193278
F10974E,Indonesia,-8.020663889,114.4265556
F10974E,Indonesia,-8.023044444,114.424175
F10976,Brazil,-20.22,-51.12
F10977,China,19.87348056,110.8136417
F10978,China,19.95475,110.797772
F10982,China,19.72134,110.81595
F10986,China,19.84124,110.7612
F10987,China,20.01784444,110.6475222
F10988,China,19.73302,110.93456
F10989,China,19.67621111,110.7582
F10990,China,19.74641389,110.931875
F10991,China,19.91217222,110.7987722
F10992,China,19.96749,110.80872
F10993,China,19.891875,110.9569306
F10994,China,19.94638889,110.66385
F10995,China,19.9447,110.66709
F10996,China,19.75306944,110.813375
F10997,China,19.98695556,110.7753056
F10998,China,19.874875,110.7781972
F10999,China,19.81464722,110.786425
F11000,China,19.80384444,110.7883361
F11001,China,19.63928611,110.9357472
F11002,China,19.86885,110.87046
F11003,China,19.83216944,110.9200806
F11004,China,19.67858889,110.7513611
F11005,China,19.70838611,110.8714028
F11006,China,19.87666667,110.8651722
F11007,China,19.83346389,110.91985
F11008,China,19.724909,110.770361
F11009,China,19.85409167,110.8849972
F11010,China,19.71524167,110.9239861
